name,x,y,v,angle,acc
car1,21.9058,0.00012399,1.31668,7.45058e-09,-2
car2,-4.46668,-4,2,0,3
car3,30.1398,3.76155,7.56667,-0.0083335,-2
car1,21.9497,0.00012399,1.25001,7.45058e-09,-2
car2,-4.40001,-4,2.1,0,3
car3,30.392,3.75945,7.50001,-0.0083335,-2
car1,21.9913,0.000123991,1.18335,7.45058e-09,-2
car2,-4.33001,-4,2.2,0,3
car3,30.642,3.75736,7.43334,-0.0083335,-2
car1,22.0308,0.000123991,1.11668,7.45058e-09,-2
car2,-4.25668,-4,2.3,0,3
car3,30.8898,3.7553,7.36667,-0.0083335,-2
car1,22.068,0.000123991,1.05001,7.45058e-09,-2
car2,-4.18001,-4,2.4,0,3
car3,31.1353,3.75325,7.30001,-0.0083335,-2
car1,22.103,0.000123992,0.983347,7.45058e-09,-2
car2,-4.10001,-4,2.5,0,3
car3,31.3786,3.75122,7.23334,-0.0083335,-2
car1,22.1358,0.000123992,0.916681,7.45058e-09,-2
car2,-4.01668,-4,2.6,0,3
car3,31.6197,3.74921,7.16667,-0.0083335,-2
car1,22.1663,0.000123992,0.850014,7.45058e-09,-2
car2,-3.93001,-4,2.7,0,3
car3,31.8586,3.74722,7.10001,-0.0083335,-2
car1,22.1947,0.000123992,0.783347,7.45058e-09,-2
car2,-3.84001,-4,2.8,0,3
car3,32.0953,3.74525,7.03334,-0.0083335,-2
car1,22.2208,0.000123992,0.716681,7.45058e-09,-2
car2,-3.74668,-4,2.9,0,3
car3,32.3297,3.7433,6.96667,-0.0083335,-2
car1,22.2447,0.000123993,0.650014,7.45058e-09,-2
car2,-3.65001,-4,3,0,3
car3,32.5619,3.74136,6.90001,-0.0083335,-2
car1,22.2663,0.000123993,0.583347,7.45058e-09,-2
car2,-3.55001,-4,3.1,0,3
car3,32.7919,3.73944,6.83334,-0.0083335,-2
car1,22.2858,0.000123993,0.516681,7.45058e-09,-2
car2,-3.44668,-4,3.2,0,3
car3,33.0197,3.73755,6.76667,-0.0083335,-2
car1,22.303,0.000123993,0.450014,7.45058e-09,-2
car2,-3.34001,-4,3.3,0,3
car3,33.2452,3.73567,6.70001,-0.0083335,-2
car1,22.318,0.000123993,0.383348,7.45058e-09,-2
car2,-3.23001,-4,3.4,0,3
car3,33.4686,3.73381,6.63334,-0.0083335,-2
car1,22.3308,0.000123993,0.316681,7.45058e-09,-2
car2,-3.11668,-4,3.5,0,3
car3,33.6897,3.73196,6.56667,-0.0083335,-2
car1,22.3413,0.000123993,0.250014,7.45058e-09,-2
car2,-3.00001,-4,3.6,0,3
car3,33.9085,3.73014,6.50001,-0.0083335,-2
car1,22.3497,0.000123993,0.183348,7.45058e-09,-2
car2,-2.88001,-4,3.7,0,3
car3,34.1252,3.72833,6.43334,-0.0083335,-2
car1,22.3558,0.000123993,0.116681,7.45058e-09,-2
car2,-2.75668,-4,3.8,0,3
car3,34.3396,3.72655,6.36667,-0.0083335,-2
car1,22.3597,0.000123993,0.0500142,7.45058e-09,-2
car2,-2.63001,-4,3.9,0,3
car3,34.5519,3.72478,6.30001,-0.0083335,-2
car1,22.3613,0.000123993,-0.0166525,7.45058e-09,-2
car2,-2.50001,-4,4,0,3
car3,34.7618,3.72303,6.23334,-0.0083335,-2
car1,22.3608,0.000123993,-0.0833192,7.45058e-09,-2
car2,-2.36668,-4,4.1,0,3
car3,34.9696,3.7213,6.16667,-0.0083335,-2
car1,22.358,0.000123993,-0.149986,7.45058e-09,-2
car2,-2.23001,-4,4.2,0,3
car3,35.1752,3.71958,6.10001,-0.0083335,-2
car1,22.353,0.000123993,-0.216652,7.45058e-09,-2
car2,-2.09001,-4,4.29999,0,3
car3,35.3785,3.71789,6.03334,-0.0083335,-2
car1,22.3458,0.000123993,-0.283319,7.45058e-09,-2
car2,-1.94668,-4,4.39999,0,3
car3,35.5796,3.71621,5.96667,-0.0083335,-2
car1,22.3363,0.000123993,-0.349986,7.45058e-09,-2
car2,-1.80001,-4,4.49999,0,3
car3,35.7785,3.71456,5.90001,-0.0083335,-2
car1,22.3247,0.000123993,-0.416652,7.45058e-09,-2
car2,-1.65001,-4,4.59999,0,3
car3,35.9751,3.71292,5.90001,-0.0083335,0
car1,22.3108,0.000123993,-0.483319,7.45058e-09,-2
car2,-1.49668,-4,4.69999,0,3
car3,36.1718,3.71128,5.90001,-0.0083335,0
car1,22.2947,0.000123993,-0.549986,7.45058e-09,-2
car2,-1.34001,-4,4.79999,0,3
car3,36.3685,3.70964,5.90001,-0.0083335,0
car1,22.2763,0.000123993,-0.616652,7.45058e-09,-2
car2,-1.18001,-4,4.89999,0,3
car3,36.5651,3.708,5.90001,-0.0083335,0
car1,22.2558,0.000123993,-0.683319,7.45058e-09,-2
car2,-1.01668,-4,4.99999,0,3
car3,36.7618,3.70636,5.90001,-0.0083335,0
car1,22.233,0.000123993,-0.749986,7.45058e-09,-2
car2,-0.850014,-4,5.09999,0,3
car3,36.9584,3.70472,5.90001,-0.0083335,0
car1,22.208,0.000123992,-0.816652,7.45058e-09,-2
car2,-0.680014,-4,5.19999,0,3
car3,37.1551,3.70308,5.90001,-0.0083335,0
car1,22.1808,0.000123992,-0.883319,7.45058e-09,-2
car2,-0.506681,-4,5.29999,0,3
car3,37.3518,3.70144,5.90001,-0.0083335,0
car1,22.1513,0.000123992,-0.949986,7.45058e-09,-2
car2,-0.330014,-4,5.39999,0,3
car3,37.5484,3.69981,5.90001,-0.0083335,0
car1,22.1197,0.000123992,-1.01665,7.45058e-09,-2
car2,-0.150014,-4,5.49999,0,3
car3,37.7451,3.69817,5.90001,-0.0083335,0
car1,22.0858,0.000123991,-1.08332,7.45058e-09,-2
car2,0.0333187,-4,5.59999,0,3
car3,37.9417,3.69653,5.90001,-0.0083335,0
car1,22.0497,0.000123991,-1.14999,7.45058e-09,-2
car2,0.219985,-4,5.69999,0,3
car3,38.1384,3.69489,5.90001,-0.0083335,0
car1,22.0113,0.000123991,-1.21665,7.45058e-09,-2
car2,0.409985,-4,5.79999,0,3
car3,38.3351,3.69325,5.90001,-0.0083335,0
car1,21.9708,0.000123991,-1.28332,7.45058e-09,-2
car2,0.603318,-4,5.89999,0,3
car3,38.5317,3.69161,5.90001,-0.0083335,0
car1,21.928,0.00012399,-1.34999,7.45058e-09,-2
car2,0.799985,-4,5.99999,0,3
car3,38.7284,3.68997,5.90001,-0.0083335,0
car1,21.883,0.00012399,-1.41665,7.45058e-09,-2
car2,0.999984,-4,5.99999,0,0
car3,38.925,3.68833,5.90001,-0.0083335,0
car1,21.8358,0.00012399,-1.48332,7.45058e-09,-2
car2,1.19998,-4,5.99999,0,0
car3,39.1217,3.68669,5.90001,-0.0083335,0
car1,21.7863,0.000123989,-1.54999,7.45058e-09,-2
car2,1.39998,-4,5.99999,0,0
car3,39.3184,3.68506,5.90001,-0.0083335,0
car1,21.7347,0.000123989,-1.61665,7.45058e-09,-2
car2,1.59998,-4,5.99999,0,0
car3,39.515,3.68342,5.90001,-0.0083335,0
car1,21.6808,0.000123988,-1.68332,7.45058e-09,-2
car2,1.79998,-4,5.99999,0,0
car3,39.7117,3.68178,5.90001,-0.0083335,0
car1,21.6247,0.000123988,-1.74999,7.45058e-09,-2
car2,1.99998,-4,5.99999,0,0
car3,39.9083,3.68014,5.90001,-0.0083335,0
car1,21.5664,0.000123988,-1.81665,7.45058e-09,-2
car2,2.19998,-4,5.99999,0,0
car3,40.105,3.6785,5.90001,-0.0083335,0
car1,21.5058,0.000123987,-1.88332,7.45058e-09,-2
car2,2.39998,-4,5.99999,0,0
car3,40.3017,3.67686,5.90001,-0.0083335,0
car1,21.443,0.000123987,-1.94999,7.45058e-09,-2
car2,2.59998,-4,5.99999,0,0
car3,40.4983,3.67522,5.90001,-0.0083335,0
car1,21.378,0.000123986,-2.01665,7.45058e-09,-2
car2,2.79998,-4,5.99999,0,0
car3,40.695,3.67358,5.90001,-0.0083335,0
car1,21.3108,0.000123986,-2.08332,7.45058e-09,-2
car2,2.99998,-4,5.99999,0,0
car3,40.8916,3.67194,5.90001,-0.0083335,0
car1,21.2414,0.000123985,-2.14999,7.45058e-09,-2
car2,3.19998,-4,5.99999,0,0
car3,41.0883,3.67031,5.90001,-0.0083335,0
car1,21.1697,0.000123985,-2.21665,7.45058e-09,-2
car2,3.39998,-4,5.99999,0,0
car3,41.285,3.66867,5.90001,-0.0083335,0
car1,21.0958,0.000123984,-2.28332,7.45058e-09,-2
car2,3.59998,-4,5.99999,0,0
car3,41.4816,3.66703,5.90001,-0.0083335,0
car1,21.0197,0.000123983,-2.34999,7.45058e-09,-2
car2,3.79998,-4,5.99999,0,0
car3,41.6783,3.66539,5.90001,-0.0083335,0
car1,20.9414,0.000123983,-2.41665,7.45058e-09,-2
car2,3.99998,-4,5.99999,0,0
car3,41.8749,3.66375,5.90001,-0.0083335,0
car1,20.8608,0.000123982,-2.48332,7.45058e-09,-2
car2,4.19998,-4,5.99999,0,0
car3,42.0716,3.66211,5.90001,-0.0083335,0
car1,20.778,0.000123982,-2.54999,7.45058e-09,-2
car2,4.39998,-4,5.99999,0,0
car3,42.2683,3.66047,5.90001,-0.0083335,0
car1,20.693,0.000123981,-2.61665,7.45058e-09,-2
car2,4.59998,-4,5.99999,0,0
car3,42.4649,3.65883,5.90001,-0.0083335,0
car1,20.6058,0.00012398,-2.68332,7.45058e-09,-2
car2,4.79998,-4,5.99999,0,0
car3,42.6616,3.65719,5.90001,-0.0083335,0
car1,20.5164,0.00012398,-2.74999,7.45058e-09,-2
car2,4.99998,-4,5.99999,0,0
car3,42.8582,3.65556,5.90001,-0.0083335,0
car1,20.4247,0.000123979,-2.81665,7.45058e-09,-2
car2,5.19998,-4,5.99999,0,0
car3,43.0549,3.65392,5.90001,-0.0083335,0
car1,20.3308,0.000123978,-2.88332,7.45058e-09,-2
car2,5.39998,-4,5.99999,0,0
car3,43.2516,3.65228,5.90001,-0.0083335,0
car1,20.2347,0.000123978,-2.94999,7.45058e-09,-2
car2,5.59998,-4,5.99999,0,0
car3,43.4482,3.65064,5.90001,-0.0083335,0
car1,20.1364,0.000123977,-3.01665,7.45058e-09,-2
car2,5.79998,-4,5.99999,0,0
car3,43.6449,3.649,5.90001,-0.0083335,0
car1,20.0358,0.000123976,-3.08332,7.45058e-09,-2
car2,5.99998,-4,5.99999,0,0
car3,43.8415,3.64736,5.90001,-0.0083335,0
car1,19.933,0.000123975,-3.14999,7.45058e-09,-2
car2,6.19998,-4,5.99999,0,0
car3,44.0382,3.64572,5.90001,-0.0083335,0
car1,19.828,0.000123975,-3.21665,7.45058e-09,-2
car2,6.39998,-4,5.99999,0,0
car3,44.2349,3.64408,5.90001,-0.0083335,0
car1,19.7208,0.000123974,-3.28332,7.45058e-09,-2
car2,6.59998,-4,5.99999,0,0
car3,44.4315,3.64244,5.90001,-0.0083335,0
car1,19.6114,0.000123973,-3.34999,7.45058e-09,-2
car2,6.79998,-4,5.99999,0,0
car3,44.6282,3.6408,5.90001,-0.0083335,0
car1,19.4997,0.000123972,-3.41665,7.45058e-09,-2
car2,6.99998,-4,5.99999,0,0
car3,44.8248,3.63917,5.90001,-0.0083335,0
car1,19.3858,0.000123971,-3.48332,7.45058e-09,-2
car2,7.19998,-4,5.99999,0,0
car3,45.0215,3.63753,5.90001,-0.0083335,0
car1,19.2697,0.00012397,-3.54999,7.45058e-09,-2
car2,7.39998,-4,5.99999,0,0
car3,45.2182,3.63589,5.90001,-0.0083335,0
car1,19.1514,0.00012397,-3.61665,7.45058e-09,-2
car2,7.59998,-4,5.99999,0,0
car3,45.4148,3.63425,5.90001,-0.0083335,0
car1,19.0308,0.000123969,-3.68332,7.45058e-09,-2
car2,7.79998,-4,5.99999,0,0
car3,45.6115,3.63261,5.90001,-0.0083335,0
car1,18.908,0.000123968,-3.74998,7.45058e-09,-2
car2,7.99998,-4,5.99999,0,0
car3,45.8081,3.63097,5.90001,-0.0083335,0
car1,18.783,0.000123967,-3.81665,7.45058e-09,-2
car2,8.19998,-4,5.99999,0,0
car3,46.0048,3.62933,5.90001,-0.0083335,0
car1,18.6558,0.000123966,-3.88332,7.45058e-09,-2
car2,8.39998,-4,5.99999,0,0
car3,46.2015,3.62769,5.90001,-0.0083335,0
car1,18.5264,0.000123965,-3.94998,7.45058e-09,-2
car2,8.59998,-4,5.99999,0,0
car3,46.3981,3.62605,5.90001,-0.0083335,0
car1,18.3947,0.000123964,-4.01665,7.45058e-09,-2
car2,8.79998,-4,5.99999,0,0
car3,46.5948,3.62442,5.90001,-0.0083335,0
car1,18.2608,0.000123963,-4.08332,7.45058e-09,-2
car2,8.99998,-4,5.99999,0,0
car3,46.7914,3.62278,5.90001,-0.0083335,0
car1,18.1247,0.000123962,-4.14998,7.45058e-09,-2
car2,9.19998,-4,5.99999,0,0
car3,46.9881,3.62114,5.90001,-0.0083335,0
car1,17.9864,0.000123961,-4.21665,7.45058e-09,-2
car2,9.39998,-4,5.99999,0,0
car3,47.1848,3.6195,5.90001,-0.0083335,0
car1,17.8458,0.00012396,-4.28332,7.45058e-09,-2
car2,9.59998,-4,5.99999,0,0
car3,47.3814,3.61786,5.90001,-0.0083335,0
car1,17.703,0.000123959,-4.34998,7.45058e-09,-2
car2,9.79998,-4,5.99999,0,0
car3,47.5781,3.61622,5.90001,-0.0083335,0
car1,17.558,0.000123958,-4.41665,7.45058e-09,-2
car2,9.99998,-4,5.99999,0,0
car3,47.7747,3.61458,5.90001,-0.0083335,0
car1,17.4108,0.000123957,-4.48332,7.45058e-09,-2
car2,10.2,-4,5.99999,0,0
car3,47.9714,3.61294,5.90001,-0.0083335,0
car1,17.2614,0.000123955,-4.54998,7.45058e-09,-2
car2,10.4,-4,5.99999,0,0
car3,48.1681,3.6113,5.90001,-0.0083335,0
car1,17.1097,0.000123954,-4.61665,7.45058e-09,-2
car2,10.6,-4,5.99999,0,0
car3,48.3647,3.60967,5.90001,-0.0083335,0
car1,16.9558,0.000123953,-4.68332,7.45058e-09,-2
car2,10.8,-4,5.99999,0,0
car3,48.5614,3.60803,5.90001,-0.0083335,0
car1,16.7997,0.000123952,-4.74998,7.45058e-09,-2
car2,11,-4,5.99999,0,0
car3,48.758,3.60639,5.90001,-0.0083335,0
car1,16.6414,0.000123951,-4.81665,7.45058e-09,-2
car2,11.2,-4,5.99999,0,0
car3,48.9547,3.60475,5.90001,-0.0083335,0
car1,16.4808,0.00012395,-4.88332,7.45058e-09,-2
car2,11.4,-4,5.99999,0,0
car3,49.1514,3.60311,5.90001,-0.0083335,0
car1,16.318,0.000123948,-4.94998,7.45058e-09,-2
car2,11.6,-4,5.99999,0,0
car3,49.348,3.60147,5.90001,-0.0083335,0
car1,16.153,0.000123947,-5.01665,7.45058e-09,-2
car2,11.8,-4,5.99999,0,0
car3,49.5447,3.59983,5.90001,-0.0083335,0
car1,15.9858,0.000123946,-5.08332,7.45058e-09,-2
car2,12,-4,5.99999,0,0
car3,49.7413,3.59819,5.90001,-0.0083335,0
car1,15.8164,0.000123945,-5.14998,7.45058e-09,-2
car2,12.2,-4,5.99999,0,0
car3,49.938,3.59655,5.90001,-0.0083335,0
car1,15.6447,0.000123943,-5.21665,7.45058e-09,-2
car2,12.4,-4,5.99999,0,0
car3,50.1347,3.59492,5.90001,-0.0083335,0
car1,15.4708,0.000123942,-5.28332,7.45058e-09,-2
car2,12.6,-4,5.99999,0,0
car3,50.3313,3.59328,5.90001,-0.0083335,0
car1,15.2947,0.000123941,-5.34998,7.45058e-09,-2
car2,12.8,-4,5.99999,0,0
car3,50.528,3.59164,5.90001,-0.0083335,0
