name,t,dt,sensor_type,lidar_x,lidar_y,nis_lidar,radar_r,radar_phi,radar_dr,nis_radar,x_px,x_py,x_v,x_yaw_angle,x_yaw_rate
car2,1.2,0.033334,lidar,17.3575,-4.00804,2.45567,,,,,17.5432,-4.10603,-6.21753,0.070224,0.134384
car3,1.2,0.033334,lidar,-10.5335,0.304044,1.33996,,,,,-10.4303,0.190747,1.59123,0.248602,0.109332
car1,1.23333,0.033333,lidar,-3.69441,4.17369,3.19581,,,,,-3.62842,3.9467,4.95171,-0.0474679,-0.102147
car2,1.23333,0.033333,lidar,17.2317,-3.82631,3.36839,,,,,17.3162,-4.05336,-6.26904,0.0352996,0.0754847
car3,1.23333,0.033333,lidar,-10.379,0.516643,3.34441,,,,,-10.3818,0.276255,1.62387,0.42386,0.352095
car1,1.26667,0.033333,lidar,-3.36461,4.06343,0.891019,,,,,-3.44466,3.96645,5.00626,-0.0314303,-0.0741288
car2,1.26667,0.033333,lidar,17.182,-3.93657,0.734473,,,,,17.1215,-4.03318,-6.21996,0.0228197,0.053546
car3,1.26667,0.033333,lidar,-10.1456,0.438246,1.96128,,,,,-10.2989,0.328828,1.7524,0.490061,0.42903
car1,1.3,0.033334,lidar,-3.10433,4.01831,1.19999,,,,,-3.24496,3.97373,5.10855,-0.0241711,-0.060402
car2,1.3,0.033334,lidar,17.0623,-3.98169,0.898225,,,,,16.9425,-4.02591,-6.12944,0.0188431,0.0452366
car3,1.3,0.033334,lidar,-9.97978,0.425996,2.78493,,,,,-10.1982,0.369476,1.91862,0.507739,0.433786
car1,1.33333,0.033333,lidar,-3.06717,3.81375,0.851636,,,,,-3.07377,3.93647,5.11819,-0.0471004,-0.0893112
car2,1.33333,0.033333,lidar,16.7189,-4.18625,0.866686,,,,,16.735,-4.06353,-6.1454,0.038122,0.0703681
car3,1.33333,0.033333,lidar,-10.035,0.255288,1.13303,,,,,-10.1212,0.366484,1.95303,0.440383,0.323925
car1,1.36667,0.033333,lidar,-2.60786,3.99481,3.30149,,,,,-2.84725,3.94248,5.29367,-0.0391181,-0.0745723
car2,1.36667,0.033333,lidar,16.7971,-4.00519,2.71547,,,,,16.5811,-4.05788,-5.98355,0.0346326,0.0620925
car3,1.36667,0.033333,lidar,-9.66606,0.471203,5.91227,,,,,-9.98828,0.406662,2.19328,0.430247,0.294064
car1,1.4,0.033334,lidar,-2.69249,3.91991,0.0247513,,,,,-2.67525,3.93217,5.28134,-0.0436873,-0.0773464
car2,1.4,0.033334,lidar,16.3308,-4.08009,0.102247,,,,,16.3723,-4.06804,-6.01463,0.0380361,0.0639566
car3,1.4,0.033334,lidar,-9.839,0.432162,0.253276,,,,,-9.90671,0.434727,2.2396,0.425963,0.275258
car1,1.43333,0.033333,lidar,-2.13526,3.98617,4.91146,,,,,-2.43024,3.93718,5.49818,-0.0363699,-0.0645553
car2,1.43333,0.033333,lidar,16.5059,-4.01383,4.14651,,,,,16.2355,-4.06362,-5.81275,0.0354379,0.0573216
car3,1.43333,0.033333,lidar,-9.36804,0.535261,8.18271,,,,,-9.74933,0.474424,2.52009,0.39504,0.22117
car1,1.46667,0.033333,lidar,-2.546,3.98044,3.30142,,,,,-2.30408,3.94012,5.31752,-0.0345264,-0.0590957
car2,1.46667,0.033333,lidar,15.7123,-4.01956,4.00658,,,,,15.9794,-4.06047,-6.00939,0.0309357,0.0489116
car3,1.46667,0.033333,lidar,-9.86303,0.567378,1.4024,,,,,-9.71098,0.523976,2.42635,0.452735,0.285688
car1,1.5,0.033334,lidar,-2.22017,3.84311,0.604594,,,,,-2.14489,3.91585,5.26419,-0.0471969,-0.0728363
car2,1.5,0.033334,lidar,15.6548,-4.15689,0.849043,,,,,15.7557,-4.08418,-6.08624,0.0405959,0.0596952
car3,1.5,0.033334,lidar,-9.6194,0.468883,0.290545,,,,,-9.6338,0.538035,2.41704,0.427176,0.241896
car1,1.53333,0.033333,lidar,-2.22751,3.84998,2.50765,,,,,-2.01884,3.89612,5.11123,-0.0571983,-0.0823259
car2,1.53333,0.033333,lidar,15.2636,-4.15002,3.13644,,,,,15.4981,-4.1035,-6.26134,0.0467717,0.065403
car3,1.53333,0.033333,lidar,-9.7069,0.515584,0.87575,,,,,-9.58895,0.560946,2.32297,0.436394,0.243779
car1,1.56667,0.033333,lidar,-1.92076,3.93171,0.260458,,,,,-1.86258,3.8948,5.06681,-0.0555595,-0.0767259
car2,1.56667,0.033333,lidar,15.1859,-4.06829,0.462122,,,,,15.27,-4.10494,-6.32251,0.0444908,0.0595569
car3,1.56667,0.033333,lidar,-9.47828,0.638149,0.131436,,,,,-9.51206,0.602978,2.35625,0.45295,0.253894
car1,1.6,0.033334,lidar,-1.45415,4.3597,10.2207,,,,,-1.64857,3.97338,5.19601,-0.00908816,-0.0151933
car2,1.6,0.033334,lidar,15.2675,-3.6403,9.67575,,,,,15.0992,-4.02561,-6.18554,0.00540272,0.00534155
car3,1.6,0.033334,lidar,-9.08775,1.10797,12.3765,,,,,-9.37867,0.7353,2.66411,0.553046,0.362805
car1,1.63333,0.033333,lidar,-1.28113,3.98203,1.36445,,,,,-1.4386,3.9736,5.3123,-0.00775628,-0.0130137
car2,1.63333,0.033333,lidar,15.055,-4.01797,0.945196,,,,,14.9239,-4.02509,-6.08831,0.00533213,0.00493998
car3,1.63333,0.033333,lidar,-8.98879,0.773116,3.55136,,,,,-9.24227,0.776314,2.83422,0.523286,0.312895
