name,t,dt,sensor_type,lidar_x,lidar_y,nis_lidar,radar_r,radar_phi,radar_dr,nis_radar,x_px,x_py,x_v,x_yaw_angle,x_yaw_rate
car1,2.26667,0.033333,radar,,,,4.35814,1.05549,3.02023,2.34668,2.35163,3.91698,-5.79573,3.09206,-0.0864564
car2,2.26667,0.033333,radar,,,,11.6502,-0.336549,-5.24451,4.07919,11.0459,-4.34514,-6.21741,0.0752166,0.0330875
car3,2.26667,0.033333,radar,,,,6.43527,2.8761,-3.80932,1.1045,-6.38089,1.81736,-4.96605,3.49232,0.0693937
car1,2.3,0.033334,radar,,,,4.28641,0.953245,2.61215,3.82853,2.55131,3.87507,-5.77255,3.0759,-0.108408
car2,2.3,0.033334,radar,,,,11.2999,-0.407347,-5.73308,2.38872,10.8072,-4.39336,-6.31416,0.0848615,0.0397777
car3,2.3,0.033334,radar,,,,6.13347,2.79509,-4.32522,5.4606,-6.20411,1.92419,-5.12517,3.49513,0.0619699
car1,2.33333,0.033333,radar,,,,4.70948,0.958972,2.55598,1.79961,2.72468,3.85888,-5.64279,3.06888,-0.117611
car2,2.33333,0.033333,radar,,,,11.4419,-0.371415,-5.86291,1.12871,10.6076,-4.36744,-6.3376,0.0704068,0.0210961
car3,2.33333,0.033333,radar,,,,6.32309,2.82004,-4.47703,2.04428,-6.02635,1.97022,-5.18841,3.47292,0.0406247
car1,2.36667,0.033333,radar,,,,5.0556,0.929148,2.64487,2.10532,2.89938,3.85013,-5.53187,3.06326,-0.124878
car2,2.36667,0.033333,radar,,,,11.5046,-0.372254,-5.84107,1.54984,10.4184,-4.33897,-6.33337,0.0560023,0.00381936
car3,2.36667,0.033333,radar,,,,6.43278,2.80738,-4.47118,2.09125,-5.85234,2.01965,-5.25196,3.46023,0.0276771
car1,2.4,0.033334,radar,,,,5.01877,0.900474,2.59152,2.39497,3.06498,3.83646,-5.38947,3.0564,-0.133703
car2,2.4,0.033334,radar,,,,11.1822,-0.373142,-5.95509,1.6094,10.2251,-4.30071,-6.34949,0.0384257,-0.0168012
car3,2.4,0.033334,radar,,,,6.15696,2.79376,-4.59455,2.24321,-5.67314,2.05763,-5.31437,3.44018,0.00881241
car1,2.43333,0.033333,radar,,,,5.47455,0.835107,3.1198,3.26636,3.26949,3.81702,-5.45462,3.04533,-0.146072
car2,2.43333,0.033333,radar,,,,11.3505,-0.411897,-5.48136,2.58527,10.0291,-4.32586,-6.28925,0.0442895,-0.00843872
car3,2.43333,0.033333,radar,,,,6.37163,2.7413,-4.12274,3.41625,-5.50263,2.16169,-5.41763,3.46856,0.0285049
car1,2.46667,0.033333,radar,,,,5.21921,0.901581,2.96287,5.04967,3.40914,3.83387,-5.2866,3.05544,-0.125488
car2,2.46667,0.033333,radar,,,,10.806,-0.319959,-5.68695,8.72446,9.88628,-4.19355,-6.13444,-0.00096684,-0.0541293
car3,2.46667,0.033333,radar,,,,5.87353,2.81846,-4.32196,5.02406,-5.34763,2.12394,-5.22573,3.41522,-0.0118271
car1,2.5,0.033334,radar,,,,5.6945,0.821563,3.07023,2.60294,3.58584,3.83065,-5.24447,3.05199,-0.127657
car2,2.5,0.033334,radar,,,,10.9907,-0.375639,-5.62257,3.0856,9.71849,-4.14919,-6.06797,-0.0173422,-0.0692323
car3,2.5,0.033334,radar,,,,6.1049,2.74687,-4.24197,2.89464,-5.18305,2.1718,-5.2494,3.41322,-0.0145493
car1,2.53333,0.033333,radar,,,,5.16658,0.812329,2.84289,2.56716,3.73132,3.81717,-5.08338,3.04883,-0.128693
car2,2.53333,0.033333,radar,,,,10.1708,-0.361634,-5.88744,3.44644,9.53529,-4.07217,-6.07458,-0.0442866,-0.0962091
car3,2.53333,0.033333,radar,,,,5.33239,2.74372,-4.48091,2.11565,-5.00932,2.18265,-5.2676,3.38769,-0.0367333
car1,2.56667,0.033333,radar,,,,5.40044,0.726402,2.94466,3.13582,3.91091,3.77295,-5.05115,3.02961,-0.153339
car2,2.56667,0.033333,radar,,,,10.1115,-0.425399,-5.81793,0.435564,9.31696,-4.08308,-6.14182,-0.0412381,-0.0906803
car3,2.56667,0.033333,radar,,,,5.32153,2.66146,-4.37398,2.82198,-4.81203,2.27451,-5.46744,3.40646,-0.025328
car1,2.6,0.033334,radar,,,,5.4183,0.714801,2.6409,4.71847,4.06944,3.73062,-4.90864,3.01125,-0.177312
car2,2.6,0.033334,radar,,,,9.8352,-0.415894,-6.14887,1.86857,9.10082,-4.06122,-6.25789,-0.0505408,-0.10055
car3,2.6,0.033334,radar,,,,5.09512,2.65104,-4.65471,3.76035,-4.61267,2.32763,-5.62596,3.39819,-0.0382446
car1,2.63333,0.033333,radar,,,,5.55538,0.723789,3.6766,1.95344,4.24172,3.71215,-5.02557,3.00993,-0.167011
car2,2.63333,0.033333,radar,,,,9.67734,-0.386833,-5.13545,5.45268,8.93123,-4.00454,-6.02425,-0.0660704,-0.107628
car3,2.63333,0.033333,radar,,,,4.989,2.65864,-3.57685,2.54545,-4.4435,2.38637,-5.53154,3.41074,-0.020691
car1,2.66667,0.033333,radar,,,,5.72294,0.700816,3.18573,0.320834,4.39963,3.69021,-4.96891,3.00388,-0.169018
car2,2.66667,0.033333,radar,,,,9.54931,-0.390751,-5.64383,1.38515,8.75439,-3.93891,-5.97604,-0.0877025,-0.126598
car3,2.66667,0.033333,radar,,,,4.91508,2.63161,-4.00505,0.166483,-4.26895,2.4224,-5.52023,3.40241,-0.0279468
car1,2.7,0.033334,radar,,,,5.83556,0.633203,3.49628,1.93213,4.58631,3.64135,-5.05135,2.98647,-0.185136
car2,2.7,0.033334,radar,,,,9.36584,-0.440307,-5.34615,0.771435,8.55471,-3.93697,-5.91475,-0.0855953,-0.118199
car3,2.7,0.033334,radar,,,,4.78864,2.55719,-3.60979,1.74559,-4.0722,2.5166,-5.61101,3.42454,-0.00789933
car1,2.73333,0.033333,radar,,,,6.25097,0.598004,3.419,3.54376,4.78142,3.58834,-5.1083,2.96481,-0.208431
car2,2.73333,0.033333,radar,,,,9.4848,-0.458434,-5.43178,1.14478,8.35583,-3.95022,-5.9048,-0.0787676,-0.106265
car3,2.73333,0.033333,radar,,,,4.96816,2.51235,-3.57874,2.79464,-3.87297,2.61509,-5.73343,3.44368,0.00647327
car1,2.76667,0.033333,radar,,,,6.07823,0.612033,4.01031,2.08943,4.96681,3.55326,-5.24897,2.95888,-0.203186
car2,2.76667,0.033333,radar,,,,9.01543,-0.428307,-4.84438,3.96894,8.185,-3.91932,-5.70889,-0.084796,-0.103808
car3,2.76667,0.033333,radar,,,,4.56354,2.51382,-2.85378,2.72378,-3.69282,2.69869,-5.69735,3.46401,0.0328871
car1,2.8,0.033334,radar,,,,5.78573,0.578486,3.85956,2.86937,5.14126,3.49947,-5.30633,2.94647,-0.208615
car2,2.8,0.033334,radar,,,,8.42624,-0.44672,-4.99468,3.39467,7.99279,-3.89321,-5.62487,-0.0896615,-0.102564
car3,2.8,0.033334,radar,,,,4.04402,2.46473,-2.8439,2.7303,-3.49929,2.77365,-5.71854,3.47528,0.0470304
car1,2.83333,0.033333,radar,,,,6.70877,0.549929,4.14969,3.28913,5.34676,3.45478,-5.45232,2.93485,-0.212905
car2,2.83333,0.033333,radar,,,,9.05269,-0.4611,-4.69977,3.46326,7.82743,-3.88934,-5.47616,-0.0869543,-0.0926213
car3,2.83333,0.033333,radar,,,,4.74582,2.4176,-2.36454,3.7922,-3.3165,2.8761,-5.74181,3.49934,0.0747987
car1,2.86667,0.033333,radar,,,,6.46997,0.480527,2.85991,15.0528,5.52578,3.35988,-5.25934,2.89411,-0.267688
car2,2.86667,0.033333,radar,,,,8.51754,-0.517278,-5.98048,8.9314,7.59505,-3.91584,-5.77566,-0.0771971,-0.0852359
car3,2.86667,0.033333,radar,,,,4.29253,2.32656,-3.43506,11.5521,-3.10109,2.941,-5.92342,3.48357,0.0359648
car1,2.9,0.033334,radar,,,,6.26762,0.441064,3.76378,8.37033,5.72325,3.25052,-5.36474,2.85764,-0.304093
car2,2.9,0.033334,radar,,,,8.0192,-0.544469,-5.06325,5.03932,7.35844,-3.97296,-5.80471,-0.0499445,-0.0506217
car3,2.9,0.033334,radar,,,,3.88345,2.26242,-2.28073,6.43122,-2.85878,3.05435,-6.14441,3.50038,0.0500188
car1,2.93333,0.033333,radar,,,,6.61975,0.460895,3.63284,1.53278,5.90329,3.17086,-5.37234,2.83412,-0.323104
car2,2.93333,0.033333,radar,,,,8.07588,-0.513319,-5.17652,0.206079,7.15728,-3.97195,-5.81168,-0.0477449,-0.0460489
car3,2.93333,0.033333,radar,,,,4.03769,2.25459,-2.12931,0.549539,-2.65149,3.13408,-6.20486,3.50249,0.0478283
car1,2.96667,0.033333,radar,,,,7.08604,0.428444,3.22679,5.40898,6.08516,3.08199,-5.299,2.80253,-0.356122
car2,2.96667,0.033333,radar,,,,8.24738,-0.53541,-5.56057,2.20667,6.95432,-3.97429,-5.92203,-0.0483586,-0.0494096
car3,2.96667,0.033333,radar,,,,4.31596,2.1916,-2.22096,3.88753,-2.44496,3.20747,-6.26922,3.4946,0.0243225
car1,3,0.033334,radar,,,,7.06629,0.425885,3.56363,0.880638,6.26121,3.00435,-5.30355,2.78125,-0.369803
car2,3,0.033334,radar,,,,7.93364,-0.528574,-5.1973,0.120043,6.76193,-3.9655,-5.90757,-0.0496787,-0.0487235
car3,3,0.033334,radar,,,,4.11913,2.15581,-1.53825,0.454985,-2.24045,3.28851,-6.31219,3.49667,0.023567
car1,3.03333,0.033333,radar,,,,6.80851,0.393798,3.34548,2.9122,6.42305,2.90813,-5.25415,2.75315,-0.393106
car2,3.03333,0.033333,radar,,,,7.38284,-0.552243,-5.38454,1.21808,6.54868,-3.95612,-5.97144,-0.0516744,-0.0507662
car3,3.03333,0.033333,radar,,,,3.69624,2.08802,-1.38054,1.74707,-2.02175,3.35854,-6.37217,3.49143,0.0109774
car1,3.06667,0.033333,radar,,,,7.44627,0.377377,3.38922,2.20537,6.59774,2.81864,-5.24273,2.72743,-0.411989
car2,3.06667,0.033333,radar,,,,7.72868,-0.561236,-5.30527,0.780674,6.35252,-3.95315,-5.99441,-0.0518855,-0.0504292
car3,3.06667,0.033333,radar,,,,4.18179,2.03376,-0.933348,1.60415,-1.80986,3.44252,-6.43357,3.49162,0.00586503
car1,3.1,0.033334,radar,,,,7.52734,0.308341,3.74943,6.63595,6.79571,2.68608,-5.39237,2.68901,-0.442537
car2,3.1,0.033334,radar,,,,7.5191,-0.623852,-4.90477,3.74594,6.12585,-4.0127,-6.01733,-0.0238867,-0.015612
car3,3.1,0.033334,radar,,,,4.12445,1.9251,-0.145441,6.34474,-1.55267,3.55298,-6.67798,3.49978,0.0159331
car1,3.13333,0.033333,radar,,,,8.08327,0.352862,3.79002,4.74165,6.98198,2.60868,-5.45587,2.67438,-0.44172
car2,3.13333,0.033333,radar,,,,7.7858,-0.573938,-4.81898,5.08638,5.95829,-4.00742,-5.92261,-0.0246978,-0.0137424
car3,3.13333,0.033333,radar,,,,4.55649,1.92867,0.342843,5.78995,-1.34881,3.65908,-6.73138,3.51162,0.0337666
car1,3.16667,0.033333,radar,,,,7.25382,0.331882,3.50805,1.51025,7.13106,2.51464,-5.40541,2.65417,-0.450411
car2,3.16667,0.033333,radar,,,,6.66872,-0.590578,-5.05062,1.62063,5.76231,-3.97578,-5.92136,-0.0357802,-0.0260453
car3,3.16667,0.033333,radar,,,,3.61824,1.86587,0.523626,0.927443,-1.13549,3.73366,-6.73192,3.51147,0.0339189
car1,3.2,0.033334,radar,,,,7.71971,0.315373,4.01333,1.07592,7.30142,2.42506,-5.50174,2.64124,-0.444321
car2,3.2,0.033334,radar,,,,6.84875,-0.603826,-4.48967,1.89193,5.58132,-3.96753,-5.79722,-0.0337615,-0.0175855
car3,3.2,0.033334,radar,,,,3.99086,1.80718,0.555527,1.0702,-0.933701,3.80469,-6.66679,3.50591,0.0178721
car1,3.23333,0.033333,radar,,,,7.22118,0.278351,3.5541,4.74955,7.44527,2.30764,-5.46719,2.61481,-0.460346
car2,3.23333,0.033333,radar,,,,6.0663,-0.638696,-4.88762,4.24762,5.36722,-3.95067,-5.84144,-0.0370641,-0.0208919
car3,3.23333,0.033333,radar,,,,3.38332,1.72766,-0.376253,26.0708,-0.738442,3.81731,-6.38102,3.47123,-0.0582457
car1,3.26667,0.033333,radar,,,,7.91559,0.234959,3.75448,2.31644,7.61731,2.1699,-5.54925,2.58308,-0.480113
car2,3.26667,0.033333,radar,,,,6.47893,-0.68108,-4.62005,0.96166,5.15222,-3.97502,-5.87094,-0.0234457,-0.00348382
car3,3.26667,0.033333,radar,,,,3.95299,1.64147,-0.645816,36.99,-0.531682,3.82987,-6.14802,3.42862,-0.152821
car1,3.3,0.033334,radar,,,,8.13927,0.174188,3.96817,7.82727,7.80622,1.99069,-5.7376,2.54016,-0.510612
car2,3.3,0.033334,radar,,,,6.42318,-0.742025,-4.50949,4.19093,4.91103,-4.0367,-5.97816,0.0050633,0.0295753
car3,3.3,0.033334,radar,,,,4.03626,1.53762,-0.145324,32.0109,-0.280097,3.84843,-6.14346,3.38452,-0.240439
car1,3.33333,0.033333,radar,,,,8.31541,0.251271,4.20858,2.10681,7.97263,1.90332,-5.81386,2.53648,-0.489189
car2,3.33333,0.033333,radar,,,,6.31664,-0.666934,-4.35754,1.94228,4.74544,-4.01094,-5.86486,-0.00407425,0.0208609
car3,3.33333,0.033333,radar,,,,4.08186,1.56988,0.407402,8.56704,-0.0866073,3.87654,-6.01354,3.35945,-0.282856
car1,3.36667,0.033333,radar,,,,8.11457,0.173947,4.71262,8.31068,8.15576,1.752,-6.07195,2.51658,-0.483663
car2,3.36667,0.033333,radar,,,,5.83038,-0.748124,-3.92699,3.0605,4.52742,-4.04352,-5.84176,0.0161281,0.0496897
car3,3.36667,0.033333,radar,,,,3.76113,1.44648,1.24366,9.14175,0.17408,3.8995,-6.17838,3.33059,-0.318606
car1,3.4,0.033334,radar,,,,8.55369,0.1924,3.96987,0.156862,8.31884,1.63059,-6.05226,2.49852,-0.487317
car2,3.4,0.033334,radar,,,,5.98183,-0.735459,-4.72799,2.66553,4.34523,-4.01494,-5.88839,-0.00165139,0.0195385
car3,3.4,0.033334,radar,,,,4.09155,1.41811,0.846985,10.0188,0.395959,3.91215,-6.11778,3.29768,-0.368548
car1,3.43333,0.033333,radar,,,,9.03795,0.163496,4.48726,3.58913,8.50646,1.49865,-6.18839,2.48434,-0.47986
car2,3.43333,0.033333,radar,,,,6.17669,-0.772122,-4.2533,1.76579,4.15627,-4.02501,-5.89466,0.00107987,0.0205697
car3,3.43333,0.033333,radar,,,,4.4787,1.34217,1.71819,8.35001,0.650579,3.94086,-6.27869,3.27191,-0.39603
car1,3.46667,0.033333,radar,,,,8.88857,0.159809,4.37914,0.500529,8.67702,1.37549,-6.23702,2.47242,-0.472469
car2,3.46667,0.033333,radar,,,,5.73669,-0.785587,-4.38831,0.76997,3.96753,-4.01192,-5.91639,-0.00718702,0.00603135
car3,3.46667,0.033333,radar,,,,4.24391,1.29172,1.96576,4.49272,0.901454,3.95587,-6.39748,3.24562,-0.42064
car1,3.5,0.033334,radar,,,,8.82587,0.133359,4.52441,0.92331,8.84457,1.2385,-6.31612,2.4582,-0.466974
car2,3.5,0.033334,radar,,,,5.38272,-0.823879,-4.25381,0.493564,3.76116,-4.0069,-5.96412,-0.00984115,4.38356e-05
car3,3.5,0.033334,radar,,,,4.10751,1.2192,2.46334,5.84465,1.17065,3.96004,-6.59096,3.2186,-0.44064
car1,3.53333,0.033333,radar,,,,9.28721,0.156662,4.99352,5.71453,9.02667,1.14406,-6.43437,2.46442,-0.432568
car2,3.53333,0.033333,radar,,,,5.55262,-0.814522,-3.77907,1.60745,3.59028,-3.99793,-5.85812,-0.0115752,0.00164602
car3,3.53333,0.033333,radar,,,,4.50666,1.19754,3.27689,6.3506,1.43584,3.9872,-6.84511,3.20711,-0.428911
car1,3.56667,0.033333,radar,,,,9.40186,0.102773,4.74042,0.873897,9.20564,1.00147,-6.51525,2.45117,-0.428104
car2,3.56667,0.033333,radar,,,,5.37627,-0.884505,-4.00981,0.787701,3.38346,-4.0043,-5.92673,-0.0103886,-0.000504515
car3,3.56667,0.033333,radar,,,,4.57031,1.10008,3.35682,7.17205,1.72565,3.99013,-7.09259,3.1825,-0.443276
car1,3.6,0.033334,radar,,,,9.65052,0.117859,5.41439,7.53991,9.39996,0.89185,-6.69274,2.45712,-0.393771
car2,3.6,0.033334,radar,,,,5.3349,-0.887694,-3.29644,2.23288,3.19884,-4.01683,-5.84301,-0.000685192,0.0179909
car3,3.6,0.033334,radar,,,,4.77874,1.07322,4.34983,11.8463,2.02143,4.01095,-7.44469,3.17288,-0.425122
car1,3.63333,0.033333,radar,,,,9.29781,0.0306831,5.37494,6.35993,9.58285,0.693206,-6.91173,2.43352,-0.39885
car2,3.63333,0.033333,radar,,,,4.69372,-0.995359,-3.27914,5.35516,2.94247,-4.05357,-5.99639,0.0200131,0.0451025
car3,3.63333,0.033333,radar,,,,4.39609,0.945907,4.61373,17.3784,2.35749,3.98189,-7.83623,3.14336,-0.440897
car1,3.66667,0.033333,radar,,,,9.80978,0.113402,5.54771,6.5819,9.77055,0.611305,-6.97052,2.44907,-0.356696
car2,3.66667,0.033333,radar,,,,4.91934,-0.935367,-3.03198,2.00964,2.7746,-4.04633,-5.87412,0.0191047,0.047218
car3,3.66667,0.033333,radar,,,,4.88784,0.990381,5.07329,6.27101,2.64396,3.9975,-8.05787,3.13917,-0.415136
car1,3.7,0.033334,radar,,,,9.82262,0.0472104,5.28677,0.541505,9.94915,0.462078,-7.0151,2.43935,-0.351714
car2,3.7,0.033334,radar,,,,4.64857,-1.02654,-3.20062,0.960444,2.5587,-4.05089,-5.94681,0.0198338,0.0430468
car3,3.7,0.033334,radar,,,,4.88966,0.887882,5.08236,4.19748,2.95475,3.97512,-8.25441,3.11721,-0.4238
car1,3.73333,0.033333,radar,,,,9.66009,0.100713,4.8702,7.78419,10.1012,0.395666,-6.81961,2.44898,-0.32948
car2,3.73333,0.033333,radar,,,,4.20576,-1.00028,-3.5068,7.20718,2.39452,-3.99936,-5.86158,-0.00760913,-0.00140804
car3,3.73333,0.033333,radar,,,,4.72474,0.907013,4.9193,2.01521,3.21083,3.96636,-8.19793,3.10713,-0.415947
car1,3.76667,0.033333,radar,,,,10.282,-0.00619219,5.40202,1.7332,10.2843,0.209371,-6.95042,2.42963,-0.336008
car2,3.76667,0.033333,radar,,,,4.55133,-1.13667,-2.8464,4.1914,2.14166,-4.02485,-6.05248,0.00389152,0.0107606
car3,3.76667,0.033333,radar,,,,5.35237,0.767633,5.68883,8.80282,3.54696,3.92001,-8.47497,3.07788,-0.43581
car1,3.8,0.033334,radar,,,,11.1198,0.074262,5.21404,9.31173,10.4809,0.143586,-6.86764,2.44494,-0.304815
car2,3.8,0.033334,radar,,,,5.11728,-1.08793,-2.88762,6.22114,1.98314,-4.02125,-5.96285,-0.00539334,-0.00792247
car3,3.8,0.033334,radar,,,,6.20343,0.817441,5.72369,6.91812,3.83852,3.93271,-8.54366,3.07208,-0.421712
car1,3.83333,0.033333,radar,,,,10.1108,0.0372569,5.69943,6.72945,10.6513,0.0383607,-6.92411,2.45101,-0.280107
car2,3.83333,0.033333,radar,,,,3.84167,-1.15883,-2.23746,3.79602,1.76819,-4.01369,-5.97466,-0.00241246,0.00182739
car3,3.83333,0.033333,radar,,,,5.21491,0.751536,6.41813,7.14619,4.13733,3.9036,-8.72936,3.06182,-0.406949
car1,3.86667,0.033333,radar,,,,10.4062,0.0430513,5.33658,4.70622,10.8162,-0.0424378,-6.83486,2.45998,-0.258131
car2,3.86667,0.033333,radar,,,,3.87617,-1.18904,-2.41791,2.50484,1.57424,-3.98987,-5.94775,-0.012529,-0.0137686
car3,3.86667,0.033333,radar,,,,5.53744,0.730079,6.25171,2.02093,4.42096,3.88025,-8.76718,3.05295,-0.395953
car1,3.9,0.033334,radar,,,,10.8197,0.0107914,5.5323,1.4359,10.993,-0.153529,-6.84251,2.46233,-0.243135
car2,3.9,0.033334,radar,,,,4.03505,-1.25933,-2.02274,0.745468,1.35645,-3.98584,-6.00656,-0.0127424,-0.0139593
car3,3.9,0.033334,radar,,,,5.98431,0.672112,6.63244,1.95979,4.72891,3.84518,-8.90078,3.03935,-0.392059
car1,3.93333,0.033333,radar,,,,11.3901,-0.0178864,5.53368,0.716226,11.1807,-0.287281,-6.87139,2.45886,-0.236541
car2,3.93333,0.033333,radar,,,,4.35774,-1.32794,-1.80573,1.9583,1.12709,-3.99378,-6.11828,-0.0111133,-0.0150726
car3,3.93333,0.033333,radar,,,,6.59403,0.619166,6.80855,2.90194,5.05657,3.80036,-9.05614,3.02082,-0.397716
car1,3.96667,0.033333,radar,,,,11.358,0.0266943,5.90884,5.90822,11.374,-0.352318,-6.90144,2.47786,-0.200357
car2,3.96667,0.033333,radar,,,,4.08525,-1.32504,-1.1999,0.906952,0.932434,-3.99779,-6.08338,-0.00565789,-0.00152851
car3,3.96667,0.033333,radar,,,,6.60679,0.640812,7.34927,4.9921,5.36196,3.78963,-9.20548,3.02046,-0.37103
car1,4,0.033334,radar,,,,11.4598,0.0205289,5.76316,4.38461,11.5612,-0.413896,-6.86194,2.49519,-0.17032
car2,4,0.033334,radar,,,,3.95467,-1.37446,-1.08166,0.379254,0.740409,-3.99376,-6.04239,-0.00556509,0.000723427
car3,4,0.033334,radar,,,,6.75889,0.612943,7.36102,2.38196,5.66303,3.77479,-9.28153,3.01889,-0.350207
car1,4.03333,0.033333,radar,,,,11.3194,-0.0179191,5.19511,4.39116,11.7202,-0.509077,-6.69185,2.4967,-0.165272
car2,4.03333,0.033333,radar,,,,3.5906,-1.45672,-1.3881,5.19485,0.53446,-3.96113,-6.03278,-0.0226116,-0.0316151
car3,4.03333,0.033333,radar,,,,6.67378,0.553925,6.94323,1.756,5.95752,3.72342,-9.22308,3.00462,-0.355174
car1,4.06667,0.033333,radar,,,,12.181,-0.0406378,5.78573,1.43735,11.9144,-0.628757,-6.75028,2.49805,-0.155406
car2,4.06667,0.033333,radar,,,,4.2372,-1.52356,-0.540458,2.00935,0.303352,-3.9672,-6.14763,-0.0203483,-0.028528
car3,4.06667,0.033333,radar,,,,7.59548,0.511675,7.6778,3.59522,6.29368,3.67169,-9.39674,2.99022,-0.355047
car1,4.1,0.033334,radar,,,,12.2122,0.0155787,5.57062,6.22588,12.1048,-0.658617,-6.63948,2.52197,-0.121948
car2,4.1,0.033334,radar,,,,4.06198,-1.51152,-0.505294,1.49517,0.132266,-3.96172,-6.02621,-0.0246373,-0.0357126
car3,4.1,0.033334,radar,,,,7.69153,0.549314,7.60112,2.821,6.5904,3.66738,-9.39783,2.99333,-0.330849
car1,4.13333,0.033333,radar,,,,12.345,-0.00619437,5.76554,3.51162,12.2964,-0.712244,-6.61008,2.54004,-0.0950951
car2,4.13333,0.033333,radar,,,,3.9965,-1.57728,-0.0688147,0.121991,-0.0595805,-3.95848,-5.99588,-0.0254023,-0.0350564
car3,4.13333,0.033333,radar,,,,7.89355,0.509836,7.92966,2.182,6.90118,3.64699,-9.47746,2.99243,-0.312201
car1,4.16667,0.033333,radar,,,,12.4193,0.0498325,5.65057,13.6196,12.4895,-0.680343,-6.46487,2.58015,-0.0448359
car2,4.16667,0.033333,radar,,,,3.88052,-1.56482,0.0473766,4.79114,-0.200952,-3.9559,-5.7836,-0.02546,-0.0321191
car3,4.16667,0.033333,radar,,,,8.04149,0.548954,7.94412,7.75706,7.17998,3.67894,-9.43708,3.00863,-0.27051
car1,4.2,0.033334,radar,,,,12.8565,-0.000929329,5.73675,4.09585,12.6869,-0.712996,-6.41917,2.60236,-0.0171679
car2,4.2,0.033334,radar,,,,4.13501,-1.65852,0.35291,0.447539,-0.382981,-3.95628,-5.74607,-0.0259526,-0.0326114
car3,4.2,0.033334,radar,,,,8.55654,0.482012,8.15613,2.36463,7.49357,3.66896,-9.50078,3.01012,-0.252573
car1,4.23333,0.033333,radar,,,,12.8738,-0.0136956,6.04661,3.55189,12.8848,-0.762499,-6.46582,2.62078,0.00669631
car2,4.23333,0.033333,radar,,,,3.97663,-1.71344,0.869201,0.359689,-0.579406,-3.95575,-5.77866,-0.023167,-0.0239303
car3,4.23333,0.033333,radar,,,,8.65569,0.45373,8.58869,3.51684,7.81712,3.64761,-9.64851,3.0103,-0.235014
car1,4.26667,0.033333,radar,,,,13.0066,0.00631983,5.90559,5.48686,13.0812,-0.773829,-6.41943,2.64833,0.0388325
car2,4.26667,0.033333,radar,,,,3.94047,-1.73461,0.920936,0.856894,-0.749849,-3.95396,-5.69844,-0.021851,-0.0196197
car3,4.26667,0.033333,radar,,,,8.87437,0.458837,8.56771,2.9066,8.12683,3.64768,-9.70196,3.01691,-0.210932
car1,4.3,0.033334,radar,,,,13.6185,0.0615754,6.22108,18.5017,13.3077,-0.708218,-6.41395,2.69933,0.0972189
car2,4.3,0.033334,radar,,,,4.38968,-1.71947,1.41501,8.39187,-0.891227,-3.98658,-5.56542,-0.00549678,0.010799
car3,4.3,0.033334,radar,,,,9.57611,0.499738,9.00094,14.185,8.43482,3.71391,-9.78554,3.04214,-0.159573
car1,4.33333,0.033333,radar,,,,12.8046,-0.00458056,5.80707,8.68984,13.4811,-0.72682,-6.30879,2.7211,0.118913
car2,4.33333,0.033333,radar,,,,3.41882,-1.82456,1.16524,5.98622,-1.05771,-3.96051,-5.46653,-0.0115006,0.00257811
car3,4.33333,0.033333,radar,,,,8.85589,0.419734,8.70274,5.15647,8.73493,3.69549,-9.77833,3.04386,-0.147932
car1,4.36667,0.033333,radar,,,,13.8403,0.0252018,5.90629,7.35112,13.6899,-0.696289,-6.24147,2.75824,0.156385
car2,4.36667,0.033333,radar,,,,4.30271,-1.83247,1.41442,2.01582,-1.20823,-3.9724,-5.34558,-0.00645947,0.00909127
car3,4.36667,0.033333,radar,,,,9.98895,0.436129,8.91613,3.75467,9.05078,3.7233,-9.80586,3.05609,-0.121736
car1,4.4,0.033334,radar,,,,13.8138,0.0012254,5.17019,7.61291,13.8699,-0.679549,-5.97744,2.7876,0.181807
car2,4.4,0.033334,radar,,,,4.12927,-1.89283,0.879805,6.62268,-1.34765,-3.95769,-5.10911,-0.0162935,-0.0147532
car3,4.4,0.033334,radar,,,,10.0636,0.399188,8.35839,1.8619,9.35454,3.72034,-9.66906,3.05806,-0.115999
car1,4.43333,0.033333,radar,,,,14.2535,0.0198394,5.15946,8.04292,14.0595,-0.633786,-5.76668,2.82524,0.215877
car2,4.43333,0.033333,radar,,,,4.42855,-1.90901,1.05481,5.38404,-1.47843,-3.95819,-4.89075,-0.0201373,-0.0272172
car3,4.43333,0.033333,radar,,,,10.6104,0.405493,8.52272,2.57997,9.66089,3.74281,-9.58741,3.06662,-0.0999622
car1,4.46667,0.033333,radar,,,,14.2463,-0.00802474,5.41823,1.81168,14.2437,-0.634126,-5.69702,2.84913,0.234314
car2,4.46667,0.033333,radar,,,,4.28699,-1.97007,1.48421,0.856357,-1.63514,-3.94836,-4.82979,-0.0258322,-0.0376937
car3,4.46667,0.033333,radar,,,,10.7161,0.36593,8.95354,0.686348,9.98461,3.73041,-9.65312,3.06705,-0.0931089
car1,4.5,0.033334,radar,,,,14.1888,0.00298682,5.30902,3.62359,14.4183,-0.616302,-5.59748,2.87712,0.256769
car2,4.5,0.033334,radar,,,,4.10055,-1.99067,1.53128,1.68217,-1.77736,-3.93441,-4.72207,-0.0309768,-0.0455467
car3,4.5,0.033334,radar,,,,10.7772,0.365814,8.95152,0.956156,10.2957,3.72886,-9.67075,3.071,-0.0822604
